session_length,features,label
2,search summer fashion trends product_view gold chronograph luxury watches,fashion_interest
2,search what is defi search best crypto wallet 2026,crypto_interest
5,category_view mens shoes product_view gold chronograph luxury watches search summer fashion trends product_view linen blazer clothing category_view mens shoes,fashion_interest
4,search luxury watches ethiopia add_to_cart linen blazer 850.0 category_view streetwear category_view luxury watches,fashion_interest
2,remove_from_cart p 202 product_view sony headphones electronics,abandoned_cart
2,product_view gold chronograph luxury watches category_view womens bags,fashion_interest
4,add_to_cart p 404 leather wallet 450.0 remove_from_cart p 202 remove_from_cart p 202 add_to_cart p 404 leather wallet 450.0,abandoned_cart
5,search bitcoin price today search how to buy ethereum category_view web3 tools product_view trezor model t crypto hardware search crypto trading ethiopia,crypto_interest
2,product_view french press 1l coffee product_view french press 1l coffee,coffee_interest
2,add_to_cart espresso machine 4500.0 add_to_cart latte blend 500g 120.0,coffee_interest
2,remove_from_cart p 101 add_to_cart p 101 sony headphones 3200.0,abandoned_cart
2,search how to get started signup_complete email,signup_intent
4,category_view electronics add_to_cart espresso machine 4500.0 product_view ethiopian yirgacheffe coffee product_view espresso machine appliances,coffee_interest
5,product_view welcome bundle offers product_view welcome bundle offers product_view welcome bundle offers signup_complete email signup_complete google,signup_intent
5,product_view ledger nano wallet crypto hardware category_view defi products search how to buy ethereum product_view ledger nano wallet crypto hardware search what is defi,crypto_interest
5,signup_complete phone signup_complete email product_view welcome bundle offers signup_complete google signup_complete phone,signup_intent
3,checkout_started 3200.0 1 search deals today product_view sony headphones electronics,abandoned_cart
4,search what is defi category_view defi products category_view blockchain  crypto product_view ledger nano wallet crypto hardware,crypto_interest
5,remove_from_cart p 202 product_view sony headphones electronics search deals today remove_from_cart p 101 add_to_cart p 303 coffee grinder 780.0,abandoned_cart
5,remove_from_cart p 202 checkout_started 3200.0 1 remove_from_cart p 202 add_to_cart p 404 leather wallet 450.0 add_to_cart p 404 leather wallet 450.0,abandoned_cart
3,category_view coffee  beverages product_view ethiopian yirgacheffe coffee product_view ethiopian yirgacheffe coffee,coffee_interest
5,category_view womens bags category_view luxury watches search luxury watches ethiopia product_view gold chronograph luxury watches product_view gold chronograph luxury watches,fashion_interest
4,category_view luxury watches category_view luxury watches category_view womens bags product_view gold chronograph luxury watches,fashion_interest
3,product_view espresso machine appliances category_view cafe equipment add_to_cart latte blend 500g 120.0,coffee_interest
6,product_view random item general add_to_cart latte blend 500g 120.0 product_view ethiopian yirgacheffe coffee product_view french press 1l coffee search coffee near me category_view cafe equipment,coffee_interest
3,add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 101 sony headphones 3200.0,abandoned_cart
5,product_view ledger nano wallet crypto hardware search bitcoin price today product_view trezor model t crypto hardware product_view ledger nano wallet crypto hardware product_view ledger nano wallet crypto hardware,crypto_interest
5,add_to_cart p 202 nike running shoes 1500.0 product_view random item general add_to_cart p 303 coffee grinder 780.0 add_to_cart p 303 coffee grinder 780.0 add_to_cart p 404 leather wallet 450.0,abandoned_cart
5,category_view luxury watches product_view air max 2026 mens shoes category_view summer dresses product_view gold chronograph luxury watches category_view womens bags,fashion_interest
3,signup_complete phone signup_complete phone product_view welcome bundle offers,signup_intent
3,search how to buy ethereum search best crypto wallet 2026 search what is defi,crypto_interest
4,checkout_started 3200.0 1 add_to_cart p 101 sony headphones 3200.0 add_to_cart p 202 nike running shoes 1500.0 remove_from_cart p 202,abandoned_cart
4,product_view sony headphones electronics remove_from_cart p 202 add_to_cart p 101 sony headphones 3200.0 add_to_cart p 303 coffee grinder 780.0,abandoned_cart
5,product_view sony headphones electronics remove_from_cart p 101 add_to_cart p 404 leather wallet 450.0 add_to_cart p 202 nike running shoes 1500.0 checkout_started 3200.0 1,abandoned_cart
5,product_view trezor model t crypto hardware search best crypto wallet 2026 category_view home  garden search best crypto wallet 2026 category_view web3 tools,crypto_interest
2,search luxury watches ethiopia category_view summer dresses,fashion_interest
2,product_view trezor model t crypto hardware product_view ledger nano wallet crypto hardware,crypto_interest
5,product_view ledger nano wallet crypto hardware category_view defi products search what is defi search crypto trading ethiopia search what is defi,crypto_interest
3,category_view luxury watches category_view summer dresses product_view air max 2026 mens shoes,fashion_interest
2,product_view sony headphones electronics remove_from_cart p 101,abandoned_cart
4,add_to_cart p 202 nike running shoes 1500.0 checkout_started 3200.0 1 remove_from_cart p 202 add_to_cart p 303 coffee grinder 780.0,abandoned_cart
2,search best arabica coffee search coffee near me,coffee_interest
5,signup_complete google signup_complete google signup_complete google category_view new user deals signup_complete email,signup_intent
2,product_view french press 1l coffee add_to_cart latte blend 500g 120.0,coffee_interest
2,signup_complete google signup_complete google,signup_intent
3,signup_complete phone search new user offers signup_complete phone,signup_intent
2,signup_complete email signup_complete phone,signup_intent
4,search what is defi search crypto trading ethiopia product_view trezor model t crypto hardware category_view defi products,crypto_interest
3,category_view womens bags category_view streetwear add_to_cart linen blazer 850.0,fashion_interest
5,add_to_cart linen blazer 850.0 category_view mens shoes category_view summer dresses category_view summer dresses category_view luxury watches,fashion_interest
3,add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 303 coffee grinder 780.0,abandoned_cart
